{FA972E5495C24E44}Assets/Structures/Infrastructure/Naval/Piers/PierWooden_01_abandoned_25m.xob;<3626.954102, -0.072184, 2837.577881>
{FA972E5495C24E44}Assets/Structures/Infrastructure/Naval/Piers/PierWooden_01_abandoned_25m.xob;<3625.372070, -0.212312, 2861.074951>
{BCE12FC0F255131F}Assets/Structures/Infrastructure/Naval/Lighthouse/LightBeacon_01.xob;<3407.564941, 0.822266, 3210.397949>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3390.694092, 0.000000, 2910.033936>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3402.361084, 0.000000, 2916.193115>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3416.114014, 0.000000, 2919.699951>
{E6217A23027301CD}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_10m_end.xob;<3385.091064, -2.070570, 2903.653076>
{E4F867A0F511F8EF}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_slipway.xob;<3335.677002, -2.544000, 2879.767090>
{E4F867A0F511F8EF}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_slipway.xob;<3342.209961, -3.148000, 2884.385010>
{E4F867A0F511F8EF}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_slipway.xob;<3348.722900, -3.739000, 2888.989014>
{E4F867A0F511F8EF}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_slipway.xob;<3361.770020, -4.927000, 2898.211914>
{E4F867A0F511F8EF}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_slipway.xob;<3355.257080, -4.336000, 2893.607910>
{E4F867A0F511F8EF}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_slipway.xob;<3374.809082, -6.117000, 2907.427979>
{E4F867A0F511F8EF}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_slipway.xob;<3368.295898, -5.527000, 2902.823975>
{E4F867A0F511F8EF}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_slipway.xob;<3381.324951, -6.716000, 2912.032959>
{EA60ADC30E979CFC}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_20m.xob;<3340.283936, -1.989000, 2872.014893>
{C2318AA3AC094A5B}Assets/Structures/Infrastructure/Naval/Piers/PierWooden_01_25m.xob;<3463.783936, -0.193000, 2836.231934>
{C2318AA3AC094A5B}Assets/Structures/Infrastructure/Naval/Piers/PierWooden_01_25m.xob;<3471.556885, -0.193000, 2858.241943>
{EA60ADC30E979CFC}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_20m.xob;<3356.590088, -1.989000, 2883.540039>
{EA60ADC30E979CFC}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_20m.xob;<3372.866943, -1.989000, 2895.044922>
{81550C150410DE6F}Assets/Structures/Agriculture/Barn/Barn_E_02/Barn_E_02.xob;<3452.077881, 2.085917, 2806.821045>
{7159CF975E8FFC75}Assets/Structures/Ruins/HouseRuin_01/HouseRuin_01_BrickPile_Small.xob;<3396.625000, 1.689705, 2813.738037>
{7159CF975E8FFC75}Assets/Structures/Ruins/HouseRuin_01/HouseRuin_01_BrickPile_Small.xob;<3394.885010, 1.749291, 2816.693115>
{7159CF975E8FFC75}Assets/Structures/Ruins/HouseRuin_01/HouseRuin_01_BrickPile_Small.xob;<3394.835938, 1.526497, 2813.654053>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3316.214111, 0.000000, 3009.902100>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3305.185059, 0.000000, 3009.407959>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3217.637939, 0.000000, 3044.341064>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3208.103027, 0.000000, 3036.622070>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3199.718018, -0.446000, 3032.922119>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3188.407959, 0.000000, 3030.519043>
{C2318AA3AC094A5B}Assets/Structures/Infrastructure/Naval/Piers/PierWooden_01_25m.xob;<3236.523926, -0.193000, 3048.727051>
{C2318AA3AC094A5B}Assets/Structures/Infrastructure/Naval/Piers/PierWooden_01_25m.xob;<3254.260010, -0.193000, 3063.900879>
{C2318AA3AC094A5B}Assets/Structures/Infrastructure/Naval/Piers/PierWooden_01_25m.xob;<3223.312012, -0.193000, 3007.271973>
{C2318AA3AC094A5B}Assets/Structures/Infrastructure/Naval/Piers/PierWooden_01_25m.xob;<3256.000000, -0.193000, 3049.443115>
{7AB6EBC0B1CABFB9}Assets/Structures/Infrastructure/Naval/Davits/Davit_02.xob;<3250.428955, 2.019181, 2956.943115>
{7AB6EBC0B1CABFB9}Assets/Structures/Infrastructure/Naval/Davits/Davit_02.xob;<3277.384033, 1.995555, 2919.212891>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3293.875977, 0.000000, 3008.839111>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3279.707031, 0.000000, 3008.648926>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3267.503906, 0.000000, 3001.927979>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3259.891113, -0.248000, 2996.604004>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3247.979980, 0.000000, 2988.958008>
{319476B5A79C4994}Assets/Structures/Infrastructure/Naval/Piers/MooringDolphin_01/MooringDolphin_01.xob;<3238.702881, 0.000000, 2981.458984>
{1E80589FB42F1FAB}Assets/Structures/Infrastructure/Naval/SeaBollards/Sea_Bollard.xob;<3323.372803, 2.046219, 2993.355469>
{1E80589FB42F1FAB}Assets/Structures/Infrastructure/Naval/SeaBollards/Sea_Bollard.xob;<3328.353027, 2.096536, 2993.813232>
{1E80589FB42F1FAB}Assets/Structures/Infrastructure/Naval/SeaBollards/Sea_Bollard.xob;<3330.128418, 2.093779, 2994.878662>
{1E80589FB42F1FAB}Assets/Structures/Infrastructure/Naval/SeaBollards/Sea_Bollard.xob;<3329.670410, 2.050179, 2999.858887>
{E6217A23027301CD}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_10m_end.xob;<3325.524902, -1.914000, 2996.951904>
{00F89F22901797D8}Assets/Structures/Infrastructure/Naval/Davits/Davit_01.xob;<3318.822021, 2.004402, 2904.990967>
{1D2526780C4A9E90}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_wall_10m.xob;<3209.356934, -2.304500, 2941.175049>
{1D2526780C4A9E90}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_wall_10m.xob;<3216.248047, -2.351500, 2933.960938>
{E4F867A0F511F8EF}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_slipway.xob;<3329.123047, -1.941000, 2875.133057>
{AF28BDBFC8B1C72C}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_corner_90.xob;<3241.041016, -1.964000, 2965.676025>
{AF28BDBFC8B1C72C}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_01_corner_90.xob;<3327.675049, -1.994000, 2863.095947>
{1D2526780C4A9E90}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_wall_10m.xob;<3255.166992, -1.891000, 2981.165039>
{1D2526780C4A9E90}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_wall_10m.xob;<3315.414063, -2.096000, 3000.495117>
{1D2526780C4A9E90}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_wall_10m.xob;<3271.778076, -1.945000, 2992.833008>
{1D2526780C4A9E90}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_wall_10m.xob;<3247.147949, -1.793000, 2975.543945>
{1D2526780C4A9E90}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_wall_10m.xob;<3263.597900, -1.945000, 2987.050049>
{1D2526780C4A9E90}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_wall_10m.xob;<3285.485107, -2.084000, 2997.864990>
{1D2526780C4A9E90}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_wall_10m.xob;<3295.490967, -2.095000, 2998.647949>
{1D2526780C4A9E90}Assets/Structures/Infrastructure/Naval/Piers/PierConcrete_wall_10m.xob;<3305.420898, -2.081000, 2999.562012>
